sido,sigungu,eupmyeondong,rank1_category,rank1_score,rank2_category,rank2_score,rank3_category,rank3_score,is_general
대구광역시,서구,내당1동,TOURIST_DINING,0.6276,NIGHTLIFE_DINING,0.6272,,,False
대구광역시,서구,내당2.3동,CAMPUS_CASUAL,0.5586,,,,,True
대구광역시,서구,내당4동,NIGHTLIFE_DINING,0.6034,,,,,False
대구광역시,서구,비산1동,GENERAL,0.4079,,,,,True
대구광역시,서구,비산2.3동,TOURIST_DINING,0.6217,,,,,False
대구광역시,서구,비산4동,TOURIST_DINING,0.6064,,,,,False
대구광역시,서구,비산5동,OFFICE_LUNCH,0.6273,NIGHTLIFE_DINING,0.6042,,,False
대구광역시,서구,비산6동,TOURIST_DINING,0.6121,,,,,False
대구광역시,서구,비산7동,OFFICE_LUNCH,0.6695,FAMILY_RESIDENTIAL,0.6187,,,False
대구광역시,서구,상중이동,OFFICE_LUNCH,0.6412,PREMIUM,0.6396,,,False
대구광역시,서구,원대동,OFFICE_LUNCH,0.6159,,,,,False
대구광역시,서구,평리1동,GENERAL,0.37139999999999995,,,,,False
대구광역시,서구,평리2동,TOURIST_DINING,0.6364,,,,,False
대구광역시,서구,평리3동,FAMILY_RESIDENTIAL,0.6124,,,,,False
대구광역시,서구,평리4동,NIGHTLIFE_DINING,0.6048,,,,,False
대구광역시,서구,평리5동,FAMILY_RESIDENTIAL,0.6466,,,,,False
대구광역시,서구,평리6동,FAMILY_RESIDENTIAL,0.6801,PREMIUM,0.6594,TOURIST_DINING,0.6011,False
대구광역시,수성구,고산1동,FAMILY_RESIDENTIAL,0.687,CAMPUS_CASUAL,0.603,,,False
대구광역시,수성구,고산2동,FAMILY_RESIDENTIAL,0.6604,,,,,False
대구광역시,수성구,고산3동,FAMILY_RESIDENTIAL,0.6973,,,,,False
대구광역시,수성구,두산동,OFFICE_LUNCH,0.6311,NIGHTLIFE_DINING,0.6273,,,False
대구광역시,수성구,만촌1동,FAMILY_RESIDENTIAL,0.7254,PREMIUM,0.6809,OFFICE_LUNCH,0.6689,False
대구광역시,수성구,만촌2동,FAMILY_RESIDENTIAL,0.7474,PREMIUM,0.6671,OFFICE_LUNCH,0.6297,False
대구광역시,수성구,만촌3동,FAMILY_RESIDENTIAL,0.7431,OFFICE_LUNCH,0.6353,PREMIUM,0.6164,False
대구광역시,수성구,범물1동,FAMILY_RESIDENTIAL,0.721,PREMIUM,0.6401,,,False
대구광역시,수성구,범물2동,FAMILY_RESIDENTIAL,0.7196,PREMIUM,0.6621,,,False
대구광역시,수성구,범어1동,FAMILY_RESIDENTIAL,0.6968,PREMIUM,0.6078,OFFICE_LUNCH,0.6072,False
대구광역시,수성구,범어2동,FAMILY_RESIDENTIAL,0.7397,PREMIUM,0.645,,,False
대구광역시,수성구,범어3동,FAMILY_RESIDENTIAL,0.6774,PREMIUM,0.6271,OFFICE_LUNCH,0.626,False
대구광역시,수성구,범어4동,FAMILY_RESIDENTIAL,0.7488,OFFICE_LUNCH,0.6878,PREMIUM,0.6786,False
대구광역시,수성구,상동,GENERAL,0.39680000000000004,,,,,False
대구광역시,수성구,수성1가동,FAMILY_RESIDENTIAL,0.678,,,,,False
대구광역시,수성구,수성2.3가동,FAMILY_RESIDENTIAL,0.7005,,,,,False
대구광역시,수성구,수성4가동,FAMILY_RESIDENTIAL,0.7064,PREMIUM,0.6009,,,False
대구광역시,수성구,중동,FAMILY_RESIDENTIAL,0.6429,,,,,False
대구광역시,수성구,지산1동,OFFICE_LUNCH,0.6173,FAMILY_RESIDENTIAL,0.6131,,,False
대구광역시,수성구,지산2동,FAMILY_RESIDENTIAL,0.6394,,,,,False
대구광역시,수성구,파동,TOURIST_DINING,0.6337,,,,,False
대구광역시,수성구,황금1동,FAMILY_RESIDENTIAL,0.7409,PREMIUM,0.6429,,,False
대구광역시,수성구,황금2동,FAMILY_RESIDENTIAL,0.6542,PREMIUM,0.6057,,,False
대구광역시,중구,남산1동,FAMILY_RESIDENTIAL,0.6448,,,,,False
대구광역시,중구,남산2동,FAMILY_RESIDENTIAL,0.6489,,,,,False
대구광역시,중구,남산3동,FAMILY_RESIDENTIAL,0.6497,,,,,False
대구광역시,중구,남산4동,FAMILY_RESIDENTIAL,0.6153,,,,,False
대구광역시,중구,대봉1동,FAMILY_RESIDENTIAL,0.6241,PREMIUM,0.6239,NIGHTLIFE_DINING,0.6164,False
대구광역시,중구,대봉2동,FAMILY_RESIDENTIAL,0.6418,,,,,False
대구광역시,중구,대신동,TOURIST_DINING,0.6129,,,,,False
대구광역시,중구,동인동,NIGHTLIFE_DINING,0.6296,PREMIUM,0.6131,,,False
대구광역시,중구,삼덕동,NIGHTLIFE_DINING,0.6647,PREMIUM,0.6292,,,False
대구광역시,중구,성내1동,NIGHTLIFE_DINING,0.6441,PREMIUM,0.6169,,,False
대구광역시,중구,성내2동,NIGHTLIFE_DINING,0.6302,,,,,False
대구광역시,중구,성내3동,TOURIST_DINING,0.6462,,,,,False
대전광역시,대덕구,대화동,OFFICE_LUNCH,0.6091,,,,,False
대전광역시,대덕구,덕암동,GENERAL,0.4018,,,,,True
대전광역시,대덕구,목상동,GENERAL,0.4287,,,,,True
대전광역시,대덕구,법1동,FAMILY_RESIDENTIAL,0.6049,,,,,False
대전광역시,대덕구,법2동,TOURIST_DINING,0.662,FAMILY_RESIDENTIAL,0.6089,,,False
대전광역시,대덕구,비래동,TOURIST_DINING,0.6198,,,,,False
대전광역시,대덕구,석봉동,OFFICE_LUNCH,0.6607,FAMILY_RESIDENTIAL,0.6146,,,False
대전광역시,대덕구,송촌동,GENERAL,0.4124,,,,,True
대전광역시,대덕구,신탄진동,OFFICE_LUNCH,0.649,PREMIUM,0.6101,,,False
대전광역시,대덕구,오정동,CAMPUS_CASUAL,0.5517,,,,,True
대전광역시,대덕구,중리동,CAMPUS_CASUAL,0.6249,NIGHTLIFE_DINING,0.6149,,,False
대전광역시,대덕구,회덕동,GENERAL,0.4361,,,,,True
대전광역시,동구,가양1동,CAMPUS_CASUAL,0.5915,,,,,True
대전광역시,동구,가양2동,CAMPUS_CASUAL,0.6577,TOURIST_DINING,0.6196,,,False
대전광역시,동구,대동,TOURIST_DINING,0.6347,,,,,False
대전광역시,동구,대청동,PREMIUM,0.5936,,,,,False
대전광역시,동구,산내동,OFFICE_LUNCH,0.658,FAMILY_RESIDENTIAL,0.6294,,,False
대전광역시,동구,삼성동,CAMPUS_CASUAL,0.5619,,,,,False
대전광역시,동구,성남동,CAMPUS_CASUAL,0.6049,,,,,False
대전광역시,동구,신인동,CAMPUS_CASUAL,0.5942,,,,,True
대전광역시,동구,용운동,CAMPUS_CASUAL,0.5729,,,,,True
대전광역시,동구,용전동,CAMPUS_CASUAL,0.6475,TOURIST_DINING,0.6125,,,False
대전광역시,동구,자양동,CAMPUS_CASUAL,0.5879,,,,,True
대전광역시,동구,중앙동,TOURIST_DINING,0.649,,,,,False
대전광역시,동구,판암1동,GENERAL,0.4057,,,,,True
대전광역시,동구,판암2동,FAMILY_RESIDENTIAL,0.634,,,,,False
대전광역시,동구,홍도동,CAMPUS_CASUAL,0.5786,,,,,True
대전광역시,동구,효동,OFFICE_LUNCH,0.7008,FAMILY_RESIDENTIAL,0.6555,PREMIUM,0.6089,False
대전광역시,서구,가수원동,FAMILY_RESIDENTIAL,0.6752,,,,,False
대전광역시,서구,가장동,FAMILY_RESIDENTIAL,0.6509,,,,,False
대전광역시,서구,갈마1동,NIGHTLIFE_DINING,0.6334,PREMIUM,0.6179,OFFICE_LUNCH,0.6147,False
대전광역시,서구,갈마2동,NIGHTLIFE_DINING,0.6394,OFFICE_LUNCH,0.6024,,,False
대전광역시,서구,관저1동,FAMILY_RESIDENTIAL,0.6683,,,,,False
대전광역시,서구,관저2동,FAMILY_RESIDENTIAL,0.6313,CAMPUS_CASUAL,0.6198,,,False
대전광역시,서구,괴정동,OFFICE_LUNCH,0.6424,NIGHTLIFE_DINING,0.6166,PREMIUM,0.6074,False
대전광역시,서구,기성동,FAMILY_RESIDENTIAL,0.6004,,,,,False
대전광역시,서구,내동,FAMILY_RESIDENTIAL,0.6331,PREMIUM,0.606,,,False
대전광역시,서구,도마1동,GENERAL,0.4055,,,,,True
대전광역시,서구,도마2동,FAMILY_RESIDENTIAL,0.6102,,,,,False
대전광역시,서구,도안동,CAMPUS_CASUAL,0.6445,FAMILY_RESIDENTIAL,0.6254,,,False
대전광역시,서구,둔산1동,FAMILY_RESIDENTIAL,0.653,OFFICE_LUNCH,0.6521,PREMIUM,0.6248,False
대전광역시,서구,둔산2동,OFFICE_LUNCH,0.6647,NIGHTLIFE_DINING,0.632,PREMIUM,0.6206,False
대전광역시,서구,둔산3동,FAMILY_RESIDENTIAL,0.687,,,,,False
대전광역시,서구,만년동,CAMPUS_CASUAL,0.5158,,,,,True
대전광역시,서구,변동,FAMILY_RESIDENTIAL,0.6538,PREMIUM,0.6118,,,False
대전광역시,서구,복수동,FAMILY_RESIDENTIAL,0.6142,,,,,False
대전광역시,서구,용문동,OFFICE_LUNCH,0.6233,,,,,False
대전광역시,서구,월평1동,OFFICE_LUNCH,0.6136,PREMIUM,0.6038,,,False
대전광역시,서구,월평2동,OFFICE_LUNCH,0.6378,,,,,False
대전광역시,서구,월평3동,FAMILY_RESIDENTIAL,0.6542,,,,,False
대전광역시,서구,정림동,FAMILY_RESIDENTIAL,0.6327,OFFICE_LUNCH,0.6186,,,False
대전광역시,서구,탄방동,FAMILY_RESIDENTIAL,0.6567,OFFICE_LUNCH,0.6461,PREMIUM,0.6256,False
대전광역시,유성구,관평동,CAMPUS_CASUAL,0.688,,,,,False
대전광역시,유성구,구즉동,CAMPUS_CASUAL,0.6558,OFFICE_LUNCH,0.6055,,,False
대전광역시,유성구,노은1동,FAMILY_RESIDENTIAL,0.624,,,,,False
대전광역시,유성구,노은2동,FAMILY_RESIDENTIAL,0.6447,,,,,False
대전광역시,유성구,노은3동,FAMILY_RESIDENTIAL,0.6463,,,,,False
대전광역시,유성구,상대동,FAMILY_RESIDENTIAL,0.6316,,,,,False
대전광역시,유성구,신성동,GENERAL,0.38849999999999996,,,,,False
대전광역시,유성구,온천1동,NIGHTLIFE_DINING,0.6595,TOURIST_DINING,0.6359,CAMPUS_CASUAL,0.612,False
대전광역시,유성구,온천2동,OFFICE_LUNCH,0.6146,NIGHTLIFE_DINING,0.6096,,,False
대전광역시,유성구,원신흥동,FAMILY_RESIDENTIAL,0.628,,,,,False
대전광역시,유성구,전민동,CAMPUS_CASUAL,0.6488,,,,,False
대전광역시,유성구,진잠동,FAMILY_RESIDENTIAL,0.6886,CAMPUS_CASUAL,0.6079,,,False
대전광역시,유성구,학하동,OFFICE_LUNCH,0.6233,,,,,False
대전광역시,중구,대사동,GENERAL,0.4009,,,,,True
대전광역시,중구,대흥동,TOURIST_DINING,0.635,NIGHTLIFE_DINING,0.608,OFFICE_LUNCH,0.6031,False
대전광역시,중구,목동,FAMILY_RESIDENTIAL,0.6752,,,,,False
대전광역시,중구,문창동,GENERAL,0.38560000000000005,,,,,False
대전광역시,중구,문화1동,OFFICE_LUNCH,0.6186,,,,,False
대전광역시,중구,문화2동,GENERAL,0.4027,,,,,True
대전광역시,중구,부사동,TOURIST_DINING,0.6906,,,,,False
대전광역시,중구,산성동,FAMILY_RESIDENTIAL,0.6056,,,,,False
대전광역시,중구,석교동,OFFICE_LUNCH,0.6369,PREMIUM,0.622,FAMILY_RESIDENTIAL,0.6122,False
대전광역시,중구,오류동,OFFICE_LUNCH,0.6296,,,,,False
대전광역시,중구,용두동,FAMILY_RESIDENTIAL,0.6587,,,,,False
대전광역시,중구,유천1동,FAMILY_RESIDENTIAL,0.6058,,,,,False
대전광역시,중구,유천2동,FAMILY_RESIDENTIAL,0.6394,OFFICE_LUNCH,0.6002,,,False
대전광역시,중구,은행선화동,TOURIST_DINING,0.6249,CAMPUS_CASUAL,0.6067,,,False
대전광역시,중구,중촌동,FAMILY_RESIDENTIAL,0.6449,,,,,False
대전광역시,중구,태평1동,FAMILY_RESIDENTIAL,0.6396,OFFICE_LUNCH,0.6077,,,False
대전광역시,중구,태평2동,FAMILY_RESIDENTIAL,0.6603,,,,,False
부산광역시,강서구,가덕도동,TOURIST_DINING,0.8006,,,,,False
부산광역시,강서구,가락동,TOURIST_DINING,0.7615,,,,,False
부산광역시,강서구,강동동,GENERAL,0.4009,,,,,True
부산광역시,강서구,녹산동,OFFICE_LUNCH,0.6469,TOURIST_DINING,0.6348,PREMIUM,0.6116,False
부산광역시,강서구,대저1동,GENERAL,0.4313,,,,,True
부산광역시,강서구,대저2동,OFFICE_LUNCH,0.7467,,,,,False
부산광역시,강서구,명지1동,FAMILY_RESIDENTIAL,0.6633,OFFICE_LUNCH,0.6395,,,False
부산광역시,강서구,명지2동,FAMILY_RESIDENTIAL,0.6264,TOURIST_DINING,0.6201,,,False
부산광역시,강서구,신호동,GENERAL,0.3123,,,,,False
부산광역시,금정구,구서1동,CAMPUS_CASUAL,0.6666,FAMILY_RESIDENTIAL,0.6543,,,False
부산광역시,금정구,구서2동,CAMPUS_CASUAL,0.6558,FAMILY_RESIDENTIAL,0.6313,,,False
부산광역시,금정구,금사회동동,TOURIST_DINING,0.661,,,,,False
부산광역시,금정구,금성동,GENERAL,0.4675,,,,,True
부산광역시,금정구,남산동,GENERAL,0.4055,,,,,True
부산광역시,금정구,부곡1동,FAMILY_RESIDENTIAL,0.6563,,,,,False
부산광역시,금정구,부곡2동,FAMILY_RESIDENTIAL,0.6762,,,,,False
부산광역시,금정구,부곡3동,FAMILY_RESIDENTIAL,0.695,CAMPUS_CASUAL,0.6391,,,False
부산광역시,금정구,부곡4동,FAMILY_RESIDENTIAL,0.6257,TOURIST_DINING,0.6179,,,False
부산광역시,금정구,서1동,FAMILY_RESIDENTIAL,0.6622,,,,,False
부산광역시,금정구,서2동,TOURIST_DINING,0.6155,,,,,False
부산광역시,금정구,서3동,GENERAL,0.3974,,,,,False
부산광역시,금정구,선두구동,OFFICE_LUNCH,0.6041,,,,,False
부산광역시,금정구,장전1동,CAMPUS_CASUAL,0.6187,FAMILY_RESIDENTIAL,0.6099,,,False
부산광역시,금정구,장전2동,CAMPUS_CASUAL,0.6257,,,,,False
부산광역시,금정구,청룡노포동,GENERAL,0.368,,,,,False
부산광역시,기장군,기장읍,OFFICE_LUNCH,0.6743,TOURIST_DINING,0.6133,PREMIUM,0.6102,False
부산광역시,기장군,일광읍,TOURIST_DINING,0.6932,PREMIUM,0.6169,,,False
부산광역시,기장군,장안읍,OFFICE_LUNCH,0.6651,,,,,False
부산광역시,기장군,정관읍,OFFICE_LUNCH,0.6565,FAMILY_RESIDENTIAL,0.6469,,,False
부산광역시,기장군,철마면,GENERAL,0.3963,,,,,False
부산광역시,남구,감만1동,GENERAL,0.4617,,,,,True
부산광역시,남구,감만2동,CAMPUS_CASUAL,0.5195,,,,,True
부산광역시,남구,대연1동,FAMILY_RESIDENTIAL,0.6345,CAMPUS_CASUAL,0.6126,,,False
부산광역시,남구,대연3동,FAMILY_RESIDENTIAL,0.6234,CAMPUS_CASUAL,0.6227,OFFICE_LUNCH,0.6147,False
부산광역시,남구,대연4동,FAMILY_RESIDENTIAL,0.6141,,,,,False
부산광역시,남구,대연5동,FAMILY_RESIDENTIAL,0.6446,,,,,False
부산광역시,남구,대연6동,FAMILY_RESIDENTIAL,0.6775,,,,,False
부산광역시,남구,문현1동,OFFICE_LUNCH,0.636,FAMILY_RESIDENTIAL,0.615,,,False
부산광역시,남구,문현2동,OFFICE_LUNCH,0.6341,PREMIUM,0.6249,,,False
부산광역시,남구,문현3동,OFFICE_LUNCH,0.617,PREMIUM,0.6088,,,False
부산광역시,남구,문현4동,TOURIST_DINING,0.6241,,,,,False
부산광역시,남구,용당동,CAMPUS_CASUAL,0.5036,,,,,True
부산광역시,남구,용호1동,CAMPUS_CASUAL,0.6418,FAMILY_RESIDENTIAL,0.6308,,,False
부산광역시,남구,용호2동,FAMILY_RESIDENTIAL,0.6121,,,,,False
부산광역시,남구,용호3동,FAMILY_RESIDENTIAL,0.6233,,,,,False
부산광역시,남구,용호4동,CAMPUS_CASUAL,0.5789,,,,,False
부산광역시,남구,우암동,FAMILY_RESIDENTIAL,0.618,,,,,False
부산광역시,동구,범일1동,TOURIST_DINING,0.6444,,,,,False
부산광역시,동구,범일2동,TOURIST_DINING,0.6524,PREMIUM,0.6315,OFFICE_LUNCH,0.6281,False
부산광역시,동구,범일5동,TOURIST_DINING,0.6528,,,,,False
부산광역시,동구,수정1동,TOURIST_DINING,0.6585,,,,,False
부산광역시,동구,수정2동,TOURIST_DINING,0.6085,,,,,False
부산광역시,동구,수정4동,TOURIST_DINING,0.6957,,,,,False
부산광역시,동구,수정5동,TOURIST_DINING,0.6252,PREMIUM,0.6077,,,False
부산광역시,동구,좌천동,TOURIST_DINING,0.6182,,,,,False
부산광역시,동구,초량1동,TOURIST_DINING,0.6917,PREMIUM,0.6155,,,False
부산광역시,동구,초량2동,TOURIST_DINING,0.72,NIGHTLIFE_DINING,0.6076,CAMPUS_CASUAL,0.6028,False
부산광역시,동구,초량3동,TOURIST_DINING,0.7114,,,,,False
부산광역시,동구,초량6동,TOURIST_DINING,0.7241,,,,,False
부산광역시,동래구,명륜동,FAMILY_RESIDENTIAL,0.6315,PREMIUM,0.6018,,,False
부산광역시,동래구,명장1동,FAMILY_RESIDENTIAL,0.6913,PREMIUM,0.6313,,,False
부산광역시,동래구,명장2동,FAMILY_RESIDENTIAL,0.6363,PREMIUM,0.6009,,,False
부산광역시,동래구,복산동,FAMILY_RESIDENTIAL,0.6935,,,,,False
부산광역시,동래구,사직1동,FAMILY_RESIDENTIAL,0.7189,,,,,False
부산광역시,동래구,사직2동,FAMILY_RESIDENTIAL,0.6994,,,,,False
부산광역시,동래구,사직3동,FAMILY_RESIDENTIAL,0.6967,PREMIUM,0.6007,,,False
부산광역시,동래구,수민동,FAMILY_RESIDENTIAL,0.6345,OFFICE_LUNCH,0.6145,PREMIUM,0.6021,False
부산광역시,동래구,안락1동,FAMILY_RESIDENTIAL,0.6456,PREMIUM,0.6046,OFFICE_LUNCH,0.6016,False
부산광역시,동래구,안락2동,FAMILY_RESIDENTIAL,0.6893,PREMIUM,0.6142,,,False
부산광역시,동래구,온천1동,TOURIST_DINING,0.6339,PREMIUM,0.6027,,,False
부산광역시,동래구,온천2동,FAMILY_RESIDENTIAL,0.6852,,,,,False
부산광역시,동래구,온천3동,FAMILY_RESIDENTIAL,0.6645,PREMIUM,0.6045,,,False
부산광역시,부산진구,가야1동,OFFICE_LUNCH,0.6014,,,,,False
부산광역시,부산진구,가야2동,FAMILY_RESIDENTIAL,0.6022,,,,,False
부산광역시,부산진구,개금1동,CAMPUS_CASUAL,0.6344,FAMILY_RESIDENTIAL,0.6046,,,False
부산광역시,부산진구,개금2동,FAMILY_RESIDENTIAL,0.6405,,,,,False
부산광역시,부산진구,개금3동,FAMILY_RESIDENTIAL,0.6401,CAMPUS_CASUAL,0.6095,,,False
부산광역시,부산진구,당감1동,FAMILY_RESIDENTIAL,0.6535,,,,,False
부산광역시,부산진구,당감2동,NIGHTLIFE_DINING,0.6192,PREMIUM,0.6091,,,False
부산광역시,부산진구,당감4동,FAMILY_RESIDENTIAL,0.6909,,,,,False
부산광역시,부산진구,범천1동,OFFICE_LUNCH,0.6741,PREMIUM,0.6526,NIGHTLIFE_DINING,0.6382,False
부산광역시,부산진구,범천2동,TOURIST_DINING,0.6381,PREMIUM,0.6134,NIGHTLIFE_DINING,0.6122,False
부산광역시,부산진구,부암1동,NIGHTLIFE_DINING,0.6166,OFFICE_LUNCH,0.6051,,,False
부산광역시,부산진구,부암3동,FAMILY_RESIDENTIAL,0.7392,PREMIUM,0.6188,,,False
부산광역시,부산진구,부전1동,NIGHTLIFE_DINING,0.6779,OFFICE_LUNCH,0.648,PREMIUM,0.6471,False
부산광역시,부산진구,부전2동,NIGHTLIFE_DINING,0.6874,PREMIUM,0.6468,OFFICE_LUNCH,0.6462,False
부산광역시,부산진구,양정1동,OFFICE_LUNCH,0.6068,,,,,False
부산광역시,부산진구,양정2동,FAMILY_RESIDENTIAL,0.6241,OFFICE_LUNCH,0.6132,PREMIUM,0.6016,False
부산광역시,부산진구,연지동,FAMILY_RESIDENTIAL,0.6592,PREMIUM,0.6246,OFFICE_LUNCH,0.6034,False
부산광역시,부산진구,전포1동,PREMIUM,0.679,NIGHTLIFE_DINING,0.6552,OFFICE_LUNCH,0.6367,False
부산광역시,부산진구,전포2동,NIGHTLIFE_DINING,0.6567,OFFICE_LUNCH,0.6331,,,False
부산광역시,부산진구,초읍동,GENERAL,0.4013,,,,,True
부산광역시,북구,구포1동,TOURIST_DINING,0.6506,NIGHTLIFE_DINING,0.6022,,,False
부산광역시,북구,구포2동,TOURIST_DINING,0.6953,,,,,False
부산광역시,북구,구포3동,GENERAL,0.4482,,,,,True
부산광역시,북구,금곡동,OFFICE_LUNCH,0.6813,,,,,False
부산광역시,북구,덕천1동,GENERAL,0.4027,,,,,True
부산광역시,북구,덕천2동,TOURIST_DINING,0.6309,NIGHTLIFE_DINING,0.6046,,,False
부산광역시,북구,덕천3동,FAMILY_RESIDENTIAL,0.621,,,,,False
부산광역시,북구,만덕1동,FAMILY_RESIDENTIAL,0.6666,,,,,False
부산광역시,북구,만덕2동,FAMILY_RESIDENTIAL,0.6585,PREMIUM,0.6213,TOURIST_DINING,0.6036,False
부산광역시,북구,만덕3동,FAMILY_RESIDENTIAL,0.6424,,,,,False
부산광역시,북구,화명1동,FAMILY_RESIDENTIAL,0.7209,,,,,False
부산광역시,북구,화명2동,FAMILY_RESIDENTIAL,0.6933,,,,,False
부산광역시,북구,화명3동,FAMILY_RESIDENTIAL,0.6431,,,,,False
부산광역시,사상구,감전동,OFFICE_LUNCH,0.6422,CAMPUS_CASUAL,0.6119,,,False
부산광역시,사상구,괘법동,OFFICE_LUNCH,0.6516,NIGHTLIFE_DINING,0.644,,,False
부산광역시,사상구,덕포1동,NIGHTLIFE_DINING,0.6034,OFFICE_LUNCH,0.6022,,,False
부산광역시,사상구,덕포2동,GENERAL,0.39559999999999995,,,,,False
부산광역시,사상구,모라1동,TOURIST_DINING,0.6206,OFFICE_LUNCH,0.6044,,,False
부산광역시,사상구,모라3동,CAMPUS_CASUAL,0.5085,,,,,False
부산광역시,사상구,삼락동,GENERAL,0.38549999999999995,,,,,False
부산광역시,사상구,엄궁동,GENERAL,0.4067,,,,,True
부산광역시,사상구,주례1동,CAMPUS_CASUAL,0.5768,,,,,True
부산광역시,사상구,주례2동,CAMPUS_CASUAL,0.6401,OFFICE_LUNCH,0.6126,FAMILY_RESIDENTIAL,0.6075,False
부산광역시,사상구,주례3동,CAMPUS_CASUAL,0.5764,,,,,True
부산광역시,사상구,학장동,OFFICE_LUNCH,0.6124,FAMILY_RESIDENTIAL,0.6002,,,False
부산광역시,사하구,감천1동,CAMPUS_CASUAL,0.5625,,,,,False
부산광역시,사하구,감천2동,CAMPUS_CASUAL,0.5229,,,,,False
부산광역시,사하구,괴정1동,FAMILY_RESIDENTIAL,0.6351,CAMPUS_CASUAL,0.6028,,,False
부산광역시,사하구,괴정2동,FAMILY_RESIDENTIAL,0.647,,,,,False
부산광역시,사하구,괴정3동,FAMILY_RESIDENTIAL,0.6423,,,,,False
부산광역시,사하구,괴정4동,FAMILY_RESIDENTIAL,0.6741,OFFICE_LUNCH,0.603,,,False
부산광역시,사하구,구평동,FAMILY_RESIDENTIAL,0.621,,,,,False
부산광역시,사하구,다대1동,OFFICE_LUNCH,0.6299,TOURIST_DINING,0.6124,FAMILY_RESIDENTIAL,0.6016,False
부산광역시,사하구,다대2동,OFFICE_LUNCH,0.6496,FAMILY_RESIDENTIAL,0.6486,,,False
부산광역시,사하구,당리동,FAMILY_RESIDENTIAL,0.6455,,,,,False
부산광역시,사하구,신평1동,OFFICE_LUNCH,0.6165,,,,,False
부산광역시,사하구,신평2동,GENERAL,0.4177,,,,,True
부산광역시,사하구,장림1동,OFFICE_LUNCH,0.7051,PREMIUM,0.626,,,False
부산광역시,사하구,장림2동,OFFICE_LUNCH,0.7,PREMIUM,0.6323,,,False
부산광역시,사하구,하단1동,GENERAL,0.4045,,,,,True
부산광역시,사하구,하단2동,NIGHTLIFE_DINING,0.6102,CAMPUS_CASUAL,0.608,,,False
부산광역시,서구,남부민1동,TOURIST_DINING,0.6998,,,,,False
부산광역시,서구,남부민2동,TOURIST_DINING,0.697,,,,,False
부산광역시,서구,동대신1동,FAMILY_RESIDENTIAL,0.6219,,,,,False
부산광역시,서구,동대신2동,CAMPUS_CASUAL,0.5781,,,,,True
부산광역시,서구,동대신3동,FAMILY_RESIDENTIAL,0.6278,CAMPUS_CASUAL,0.6173,,,False
부산광역시,서구,부민동,TOURIST_DINING,0.6565,,,,,False
부산광역시,서구,서대신1동,CAMPUS_CASUAL,0.6065,FAMILY_RESIDENTIAL,0.6031,,,False
부산광역시,서구,서대신3동,FAMILY_RESIDENTIAL,0.6706,,,,,False
부산광역시,서구,서대신4동,CAMPUS_CASUAL,0.5284,,,,,True
부산광역시,서구,아미동,TOURIST_DINING,0.6778,,,,,False
부산광역시,서구,암남동,TOURIST_DINING,0.7237,,,,,False
부산광역시,서구,초장동,TOURIST_DINING,0.7344,PREMIUM,0.633,,,False
부산광역시,서구,충무동,TOURIST_DINING,0.7039,NIGHTLIFE_DINING,0.6276,,,False
부산광역시,수영구,광안1동,FAMILY_RESIDENTIAL,0.6692,PREMIUM,0.6306,OFFICE_LUNCH,0.6268,False
부산광역시,수영구,광안2동,TOURIST_DINING,0.6626,PREMIUM,0.639,,,False
부산광역시,수영구,광안3동,NIGHTLIFE_DINING,0.63,OFFICE_LUNCH,0.6257,,,False
부산광역시,수영구,광안4동,TOURIST_DINING,0.6705,FAMILY_RESIDENTIAL,0.6133,PREMIUM,0.6126,False
부산광역시,수영구,남천1동,FAMILY_RESIDENTIAL,0.6147,OFFICE_LUNCH,0.6013,,,False
부산광역시,수영구,남천2동,PREMIUM,0.6331,TOURIST_DINING,0.6315,FAMILY_RESIDENTIAL,0.607,False
부산광역시,수영구,망미1동,FAMILY_RESIDENTIAL,0.6768,PREMIUM,0.6126,,,False
부산광역시,수영구,망미2동,FAMILY_RESIDENTIAL,0.6898,PREMIUM,0.6546,,,False
부산광역시,수영구,민락동,PREMIUM,0.6713,TOURIST_DINING,0.6689,NIGHTLIFE_DINING,0.6135,False
부산광역시,수영구,수영동,OFFICE_LUNCH,0.6311,NIGHTLIFE_DINING,0.6122,,,False
부산광역시,연제구,거제1동,FAMILY_RESIDENTIAL,0.6927,PREMIUM,0.6106,OFFICE_LUNCH,0.6024,False
부산광역시,연제구,거제2동,FAMILY_RESIDENTIAL,0.7005,,,,,False
부산광역시,연제구,거제3동,OFFICE_LUNCH,0.6395,,,,,False
부산광역시,연제구,거제4동,FAMILY_RESIDENTIAL,0.6634,,,,,False
부산광역시,연제구,연산1동,FAMILY_RESIDENTIAL,0.6272,NIGHTLIFE_DINING,0.6059,PREMIUM,0.602,False
부산광역시,연제구,연산2동,FAMILY_RESIDENTIAL,0.6165,OFFICE_LUNCH,0.6069,,,False
부산광역시,연제구,연산3동,FAMILY_RESIDENTIAL,0.6727,,,,,False
부산광역시,연제구,연산4동,NIGHTLIFE_DINING,0.6371,OFFICE_LUNCH,0.6111,PREMIUM,0.6062,False
부산광역시,연제구,연산5동,OFFICE_LUNCH,0.6504,NIGHTLIFE_DINING,0.6161,,,False
부산광역시,연제구,연산6동,FAMILY_RESIDENTIAL,0.6634,,,,,False
부산광역시,연제구,연산8동,FAMILY_RESIDENTIAL,0.6267,PREMIUM,0.6072,,,False
